totalPrice,Lng,Lat,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,elevator,fiveYearsProperty,subway
1320.0,116.24700800000001,39.906426,246.42,4,2,1,3,2,3.0,2006,4,6,1.0,1.0,0.0
430.0,116.36673600000002,40.091609000000005,93.86,2,1,1,1,1,4.0,2006,4,2,0.0,0.0,1.0
1105.0,116.330345,39.984336,81.0,3,1,1,1,1,4.0,1984,3,2,0.0,0.0,1.0
524.0,116.44957,39.926007,68.87,1,1,1,1,0,1.0,2009,4,6,1.0,0.0,1.0
318.0,116.42929299999999,39.872461,46.39,1,1,1,1,1,1.0,2005,3,6,1.0,1.0,1.0
488.0,116.32138799999998,39.829636,142.6,3,2,1,2,1,3.0,2002,1,6,1.0,0.0,0.0
700.0,116.546899,39.755236,184.53,5,2,1,3,4,3.0,2009,4,6,1.0,1.0,0.0
308.0,116.585426,39.911902000000005,76.1,2,1,1,1,1,1.0,2010,3,6,1.0,1.0,1.0
350.0,116.442526,39.972398999999996,65.6,2,1,1,1,2,1.0,1987,3,6,1.0,1.0,1.0
360.0,116.330357,39.692063,86.56,2,1,1,1,0,3.0,2014,1,6,1.0,0.0,1.0
195.0,116.51683600000001,39.906378000000004,62.26,1,1,1,1,2,3.0,2006,4,6,1.0,1.0,0.0
482.0,116.56954499999999,39.910973999999996,93.0,2,1,1,1,0,3.0,2005,4,6,1.0,0.0,0.0
220.0,116.503578,39.961828999999994,70.26,2,1,1,1,0,4.0,1994,3,2,0.0,1.0,1.0
330.0,116.51313700000001,39.978272,58.02,1,1,1,1,1,4.0,2005,4,6,1.0,0.0,0.0
281.8,116.40213999999999,39.857143,56.16,1,1,1,1,0,3.0,2007,4,6,1.0,1.0,1.0
350.0,116.330357,39.692063,86.41,2,1,1,1,1,3.0,2014,1,6,1.0,0.0,1.0
266.0,116.277126,39.897751,69.56,1,1,1,1,1,1.0,2002,3,6,1.0,1.0,0.0
459.0,116.357993,39.886227000000005,76.0,3,1,1,1,1,1.0,1980,4,6,1.0,0.0,0.0
150.0,116.671332,39.875677,45.32,1,0,1,1,1,1.0,2011,4,6,1.0,0.0,0.0
495.0,116.416214,39.906904,55.61,1,1,1,1,2,1.0,1979,1,6,1.0,0.0,1.0
349.0,116.559275,40.113935,111.0,2,2,1,2,2,4.0,2004,4,2,1.0,0.0,0.0
780.0,116.381998,39.988805,75.0,1,1,1,1,1,3.0,2010,1,6,1.0,0.0,1.0
307.0,116.35011100000001,39.797633000000005,68.0,1,0,1,1,1,1.0,2010,3,6,1.0,0.0,0.0
460.0,116.43876200000001,39.854215,101.32,2,2,1,2,3,3.0,2003,4,6,1.0,0.0,1.0
443.0,116.444451,39.943033,49.69,2,1,1,1,3,4.0,1979,3,2,0.0,0.0,1.0
329.0,116.41185300000001,39.974368,53.92,2,1,1,1,2,4.0,1986,4,2,0.0,1.0,1.0
573.0,116.329675,39.876404,115.15,3,2,1,1,2,1.0,2008,4,6,1.0,1.0,0.0
493.0,116.66998400000001,40.190146,133.34,3,2,1,2,1,4.0,2012,3,6,1.0,0.0,0.0
266.0,116.369702,39.890309,52.59,1,0,1,1,2,1.0,2004,3,6,1.0,0.0,1.0
362.0,116.594801,39.928019,99.33,2,1,1,2,1,4.0,2004,4,6,1.0,1.0,1.0
289.5,116.451194,39.854478,59.84,1,1,1,1,2,1.0,2000,1,6,1.0,1.0,1.0
200.0,116.360671,40.071023,58.2,2,1,1,1,4,4.0,1995,4,2,0.0,1.0,1.0
648.0,116.35751299999998,40.0711,152.9,3,3,1,2,3,4.0,2000,3,2,0.0,1.0,1.0
720.0,116.29413100000001,39.942343,82.83,1,1,1,1,0,3.0,2000,4,6,1.0,0.0,1.0
650.0,116.329472,39.977829,55.0,2,1,1,1,1,4.0,1982,3,2,0.0,0.0,1.0
445.0,116.639467,39.904485,87.35,2,1,1,1,2,4.0,2004,4,4,0.0,1.0,0.0
470.0,116.37470800000001,39.854229,87.64,3,1,1,1,0,1.0,1998,4,6,1.0,1.0,1.0
613.0,116.509212,39.921448999999996,199.41,4,1,1,3,0,1.0,1995,4,6,1.0,1.0,0.0
480.0,116.498756,39.807081,145.95,3,2,1,2,1,3.0,2000,4,2,1.0,0.0,1.0
451.0,116.447018,39.939067,46.07,1,1,1,1,4,1.0,1988,3,6,1.0,1.0,1.0
288.0,116.47621299999999,39.897851,47.6,1,0,1,1,0,1.0,2000,1,6,1.0,0.0,1.0
345.0,116.32830200000001,39.674171,83.67,2,1,1,1,0,4.0,2014,1,6,1.0,0.0,1.0
718.0,116.268601,39.933567,87.37,2,1,1,1,0,4.0,2005,4,6,1.0,0.0,0.0
605.0,116.317277,40.062967,124.91,2,2,1,2,2,4.0,2008,3,6,1.0,1.0,1.0
375.0,116.689177,39.931339,57.78,2,1,1,1,0,1.0,2012,4,6,1.0,0.0,0.0
333.0,116.34463500000001,39.887735,37.91,1,1,1,1,4,4.0,1980,1,2,0.0,0.0,1.0
250.0,116.43898600000001,39.853196999999994,78.42,2,1,1,1,1,3.0,2004,3,6,1.0,1.0,1.0
550.0,116.392315,39.990221000000005,84.1,3,2,1,2,2,4.0,2013,1,6,1.0,0.0,0.0
745.0,116.35574299999999,39.923029,72.19,2,1,1,1,0,3.0,1981,1,6,0.0,0.0,1.0
150.0,116.22028300000001,40.043636,33.52,1,1,1,1,3,3.0,2010,4,6,1.0,0.0,0.0
397.0,116.42763300000001,40.002306,39.25,1,0,1,1,2,3.0,2007,4,6,1.0,0.0,0.0
233.0,116.29593799999999,39.873528,49.52,1,1,1,1,1,4.0,1998,4,2,0.0,0.0,1.0
308.5,116.66484799999999,39.942927000000005,85.32,2,2,1,1,1,4.0,2001,3,2,0.0,1.0,0.0
527.0,116.487301,39.90602,119.5,2,2,1,2,0,1.0,2004,4,6,1.0,0.0,1.0
410.0,116.385994,39.995746999999994,75.51,3,1,1,1,3,4.0,2000,3,6,0.0,0.0,0.0
286.0,116.48489099999999,39.800651,92.37,2,2,1,1,1,4.0,2002,4,6,0.0,0.0,0.0
322.0,116.20787,39.938503000000004,89.78,2,1,1,1,1,1.0,2007,1,6,1.0,1.0,0.0
310.0,116.435657,39.875802,72.24,2,1,1,1,3,3.0,1992,4,6,1.0,0.0,1.0
260.0,116.42673400000001,40.066064000000004,67.4,2,1,1,1,3,4.0,2000,3,2,0.0,1.0,1.0
580.0,116.448623,39.945062,45.0,1,0,1,1,0,3.0,2007,4,6,1.0,0.0,1.0
540.0,116.46996100000001,39.965058,83.19,3,1,1,1,1,4.0,1989,3,4,0.0,1.0,1.0
660.0,116.320453,40.039032,74.0,3,1,1,1,0,4.0,1997,4,4,0.0,1.0,1.0
546.0,116.36551100000001,40.036171,92.16,2,1,1,1,1,4.0,2005,1,6,1.0,1.0,0.0
415.0,116.600168,39.937451,74.0,2,1,1,1,1,4.0,2009,4,6,1.0,0.0,1.0
465.0,116.65810400000001,39.8932,87.75,2,1,1,1,1,3.0,2005,4,6,1.0,1.0,1.0
343.0,116.471006,40.016871,45.23,1,0,1,1,2,3.0,2007,4,6,1.0,1.0,1.0
442.0,116.301709,39.919502,56.5,2,1,1,1,0,1.0,1992,4,6,1.0,1.0,0.0
226.0,116.48091299999999,39.994393,61.24,2,1,1,1,0,1.0,2000,2,6,1.0,0.0,1.0
375.0,116.330198,40.074228000000005,93.15,2,1,1,1,1,3.0,2007,4,6,1.0,1.0,1.0
530.0,116.441781,39.991956,73.01,2,1,1,1,2,1.0,1997,3,6,1.0,1.0,0.0
252.5,116.610993,39.895821999999995,55.24,2,1,1,1,0,4.0,1988,4,2,0.0,0.0,0.0
580.0,116.513625,39.931024,103.7,3,1,1,1,1,1.0,1999,4,6,1.0,1.0,1.0
200.0,116.401854,39.861344,48.34,1,0,1,1,0,1.0,2005,1,6,1.0,0.0,0.0
240.0,116.36783500000001,39.870721,57.0,2,1,1,1,1,4.0,1990,3,2,0.0,1.0,0.0
520.0,116.46922099999999,40.000762,116.53,2,2,1,2,1,1.0,2002,4,6,1.0,1.0,1.0
415.0,116.337461,40.086345,88.92,2,1,1,1,3,4.0,2000,1,2,0.0,0.0,0.0
493.0,116.44831599999999,39.900192,69.07,2,1,1,1,4,3.0,1987,4,2,1.0,0.0,1.0
895.0,116.38339199999999,39.890378000000005,94.6,2,2,1,1,0,3.0,2009,4,6,1.0,0.0,1.0
380.0,116.432429,39.866533000000004,59.65,2,1,1,1,2,3.0,1995,3,6,1.0,0.0,1.0
365.0,116.48153300000001,39.925748999999996,45.75,1,1,1,1,1,4.0,1984,4,6,0.0,1.0,1.0
658.0,116.32900500000001,39.952394,60.1,2,1,1,1,0,4.0,1993,4,2,0.0,1.0,1.0
405.0,116.50158300000001,39.964009000000004,105.03,2,1,1,1,2,1.0,2000,3,6,1.0,1.0,1.0
465.0,116.341774,39.830683,135.27,3,2,1,2,3,4.0,2004,3,6,1.0,1.0,0.0
274.0,116.617204,39.928734999999996,65.57,2,1,1,1,4,1.0,2010,4,6,1.0,1.0,1.0
273.0,116.3434,40.083321999999995,91.56,2,1,1,1,1,4.0,2003,4,2,0.0,1.0,1.0
150.0,116.497474,39.810115,52.0,1,1,1,1,2,1.0,2009,1,6,1.0,0.0,1.0
566.0,116.431165,39.874515,89.4,2,1,1,1,0,3.0,1996,4,6,1.0,0.0,1.0
948.0,116.39279599999999,39.96812,88.2,2,1,1,1,2,1.0,1999,4,2,1.0,1.0,0.0
146.0,116.484172,39.889913,45.42,1,1,1,1,3,4.0,1988,3,2,0.0,1.0,1.0
345.0,116.376116,40.089084,119.0,3,1,1,1,0,4.0,2009,2,2,0.0,1.0,1.0
824.0,116.34003700000001,39.891708,90.08,2,1,1,1,2,1.0,1999,4,6,1.0,1.0,1.0
500.0,116.14756899999999,39.903963,89.1,3,1,1,1,1,4.0,2013,4,6,1.0,0.0,0.0
345.0,116.320535,39.890097999999995,44.89,1,1,1,1,4,4.0,1992,3,2,0.0,1.0,1.0
530.0,116.36031000000001,39.909163,48.3,1,1,1,1,1,1.0,1999,3,6,1.0,1.0,1.0
1750.0,116.444483,39.956621999999996,182.33,3,2,1,2,2,1.0,2008,4,6,1.0,1.0,1.0
755.0,116.42171299999998,39.971435,91.99,2,2,1,1,0,1.0,1996,2,6,1.0,1.0,1.0
175.0,116.16711200000002,39.936388,56.78,2,1,1,1,1,4.0,1986,1,6,0.0,1.0,0.0
463.0,116.339646,39.800703999999996,142.16,3,2,1,2,4,3.0,2006,4,6,1.0,1.0,1.0
260.0,116.445582,39.974979,46.38,1,1,1,1,1,1.0,1992,3,6,1.0,1.0,1.0
555.0,116.36259299999999,39.940019,60.5,2,1,1,1,0,3.0,1985,3,2,1.0,1.0,1.0
545.0,116.40213999999999,39.857143,117.88,2,2,1,2,2,1.0,2007,3,6,1.0,0.0,1.0
453.0,116.505827,39.9008,68.17,1,0,1,1,2,1.0,2007,1,6,1.0,0.0,1.0
895.0,116.337135,40.044990999999996,150.0,3,2,1,2,0,3.0,2003,4,6,1.0,1.0,0.0
450.0,116.421876,40.008585,61.19,2,1,1,1,0,4.0,1993,1,2,0.0,1.0,1.0
828.0,116.39279599999999,39.96812,74.2,3,1,1,1,1,4.0,1986,4,2,0.0,1.0,0.0
448.4,116.332045,40.081334000000005,87.77,3,1,1,1,4,4.0,1994,4,2,0.0,1.0,1.0
550.0,116.348041,39.932646000000005,65.8,2,1,1,1,4,1.0,1989,3,2,1.0,1.0,1.0
528.0,116.661047,39.932185,151.59,3,2,1,2,0,4.0,2001,3,2,0.0,1.0,0.0
600.0,116.385429,39.986581,102.99,2,1,1,1,2,1.0,2001,4,6,1.0,1.0,1.0
207.0,116.22867099999999,40.205721000000004,81.63,2,1,1,1,4,4.0,2003,1,2,0.0,0.0,0.0
690.0,116.420546,39.997876,85.13,3,1,1,1,1,1.0,1990,4,6,1.0,1.0,0.0
305.0,116.34095900000001,39.994651,51.0,1,0,1,1,2,1.0,2011,4,6,1.0,0.0,1.0
665.0,116.420099,39.901616,53.04,1,1,1,1,1,3.0,2003,4,6,0.0,1.0,1.0
510.0,116.36713700000001,40.040209000000004,73.12,2,1,1,1,1,4.0,2000,4,2,0.0,1.0,1.0
380.0,116.56611699999999,39.956661,120.11,3,2,1,2,4,4.0,2005,4,2,0.0,1.0,0.0
410.0,116.455926,39.945052000000004,49.55,2,1,1,1,1,4.0,1982,4,2,0.0,0.0,0.0
512.0,116.41356299999998,40.054842,97.81,2,1,1,1,1,4.0,2006,4,6,1.0,1.0,1.0
445.0,116.439301,39.966627,56.11,2,1,1,1,2,4.0,1992,4,2,0.0,0.0,1.0
189.0,116.49954,39.904937,48.57,1,0,1,1,1,3.0,2000,4,6,1.0,1.0,1.0
400.0,116.17041,39.767123,118.94,3,1,1,2,1,4.0,2003,4,2,0.0,1.0,0.0
262.0,116.433401,40.107867,63.33,1,1,1,1,1,4.0,2003,4,2,0.0,0.0,0.0
515.0,116.521774,39.94004,140.41,3,2,1,2,2,3.0,2007,4,6,1.0,1.0,0.0
1010.0,116.42244099999999,40.006907,149.43,3,2,1,2,0,3.0,2003,4,6,1.0,0.0,1.0
390.0,116.426125,39.969678,77.47,3,1,1,1,4,4.0,1965,3,4,0.0,1.0,1.0
539.0,116.455099,39.978117,58.79,1,1,1,1,1,3.0,2005,4,6,1.0,0.0,1.0
360.0,116.269851,39.897262,57.72,2,1,1,1,4,4.0,1994,3,2,0.0,1.0,0.0
350.0,116.481385,39.874867,78.11,2,1,1,1,1,1.0,1997,4,6,1.0,1.0,1.0
340.0,116.57249099999999,39.853078000000004,95.36,2,2,1,1,2,1.0,2005,4,6,1.0,1.0,0.0
310.0,116.71133700000001,39.9184,91.09,2,2,1,1,1,4.0,2005,4,2,0.0,1.0,0.0
291.5,116.36713700000001,40.040209000000004,60.0,2,1,1,1,0,4.0,1998,4,2,0.0,0.0,1.0
265.0,116.493655,39.905367,57.74,1,0,1,1,0,1.0,2006,4,6,1.0,1.0,1.0
329.0,116.48848899999999,39.934073,49.66,1,1,1,1,0,3.0,1995,4,6,1.0,1.0,1.0
620.0,116.367291,39.948688,60.1,2,1,1,1,1,4.0,1997,3,2,0.0,1.0,1.0
390.0,116.33425,40.072226,70.45,2,1,1,1,1,4.0,1997,2,2,0.0,1.0,0.0
271.5,116.32691899999999,40.068046,86.36,2,1,1,1,2,4.0,1998,4,2,0.0,0.0,0.0
880.0,116.268344,39.909948,115.63,3,1,1,2,4,4.0,2006,3,6,1.0,0.0,0.0
595.0,116.308152,39.986695000000005,59.39,2,0,1,1,1,4.0,1992,3,2,0.0,0.0,1.0
280.0,116.521561,39.923289000000004,80.57,3,1,1,1,1,4.0,1995,1,4,0.0,1.0,1.0
950.0,116.456795,39.973905,145.26,3,2,1,2,0,3.0,2004,4,6,1.0,1.0,1.0
890.0,116.38711799999999,39.960732,73.64,2,1,1,1,0,1.0,2005,3,6,1.0,0.0,1.0
378.0,116.437251,39.962363,60.21,2,1,1,1,0,4.0,1985,4,2,0.0,0.0,1.0
837.0,116.334749,39.992953,80.1,3,1,1,1,2,4.0,1992,4,2,0.0,1.0,0.0
292.0,116.446995,39.961109,41.76,1,1,1,1,4,4.0,1982,4,2,0.0,1.0,0.0
188.0,116.414019,40.121777,78.02,2,1,1,1,0,4.0,2000,4,2,0.0,1.0,0.0
450.0,116.497474,39.810115,92.45,2,1,1,1,1,4.0,2000,4,6,1.0,0.0,1.0
218.0,116.66484799999999,39.942927000000005,70.95,2,1,1,1,2,4.0,2004,3,2,0.0,1.0,0.0
525.0,116.32803500000001,40.078668,168.1,4,2,1,3,0,4.0,2003,4,2,0.0,0.0,1.0
245.0,116.47504599999999,39.882090000000005,56.94,2,1,1,1,0,4.0,1985,4,2,0.0,0.0,1.0
370.0,116.44931000000001,39.964914,67.47,1,1,1,1,0,1.0,2008,4,6,1.0,0.0,1.0
508.0,116.212671,39.900574,90.0,2,1,1,1,2,3.0,2010,1,6,1.0,0.0,0.0
280.0,116.66484799999999,39.942927000000005,98.59,2,1,1,1,1,4.0,2002,3,2,0.0,1.0,0.0
277.0,116.51218200000001,39.928407,42.1,1,1,1,1,1,4.0,1982,4,6,0.0,0.0,1.0
497.0,116.430435,39.864574,119.76,3,2,1,2,2,3.0,2000,1,6,1.0,0.0,1.0
535.0,116.41362099999999,40.013277,94.36,2,1,1,1,0,1.0,1998,3,6,1.0,1.0,1.0
368.0,116.345863,39.877035,76.07,2,1,1,1,2,4.0,2008,4,6,1.0,1.0,0.0
224.0,116.16963,39.760938,88.29,2,1,1,1,0,3.0,2012,4,6,1.0,0.0,0.0
139.0,116.41442099999999,40.053513,50.65,1,0,1,1,1,3.0,2007,1,6,1.0,0.0,1.0
265.0,116.491697,39.976188,54.0,1,0,1,1,1,4.0,2013,1,6,0.0,0.0,1.0
317.0,116.603852,39.893276,91.03,2,1,1,2,3,4.0,2008,4,6,1.0,1.0,0.0
650.0,116.518854,39.939588,93.53,2,2,1,2,1,3.0,2006,4,6,1.0,1.0,0.0
630.0,116.45005800000001,39.870707,68.42,2,1,1,1,2,4.0,2000,4,2,0.0,1.0,1.0
975.0,116.34224099999999,40.038962,99.0,2,1,1,1,2,3.0,2014,3,6,1.0,0.0,0.0
117.0,116.26506599999999,40.166068,25.55,1,0,1,1,0,4.0,2009,4,6,1.0,0.0,0.0
310.0,116.530553,39.921425,71.63,2,1,1,1,0,1.0,2003,3,6,1.0,1.0,1.0
550.0,116.530553,39.921425,88.12,2,1,1,1,1,1.0,2003,3,6,1.0,1.0,0.0
185.0,116.43876200000001,39.854215,47.3,1,0,1,1,2,3.0,2003,4,6,1.0,0.0,1.0
217.0,116.34610900000001,39.756539000000004,120.92,3,1,1,1,4,4.0,1994,3,2,0.0,1.0,1.0
237.0,116.34455700000001,39.780149,73.44,2,2,1,1,1,4.0,1996,4,2,0.0,1.0,1.0
476.0,116.47638,39.875690999999996,112.69,3,2,1,1,0,1.0,2002,4,6,1.0,1.0,1.0
568.0,116.315445,40.074203000000004,97.99,2,1,1,1,0,3.0,2014,4,6,1.0,0.0,0.0
450.0,116.24700800000001,39.906426,60.53,1,1,1,1,1,3.0,2006,4,6,1.0,1.0,1.0
245.0,116.40718700000001,39.896458,54.28,2,1,1,1,4,4.0,1980,4,4,0.0,1.0,1.0
218.0,116.425304,40.112553000000005,72.74,1,1,1,1,1,4.0,2004,4,2,0.0,0.0,0.0
248.0,116.56503300000001,40.077159,78.64,2,1,1,1,0,4.0,2001,3,2,0.0,1.0,1.0
375.0,116.339906,39.781801,86.47,2,2,1,1,2,4.0,2002,4,2,0.0,0.0,1.0
224.0,116.541005,40.103325,89.31,2,1,1,1,1,4.0,2004,4,2,0.0,1.0,0.0
1050.0,116.36604299999999,39.971121000000004,134.0,4,2,1,2,0,3.0,1999,3,6,1.0,1.0,0.0
500.0,116.395202,39.961718,63.4,2,1,1,1,2,4.0,1958,1,2,0.0,0.0,1.0
516.0,116.352655,39.942523,69.0,3,1,1,1,1,4.0,1982,1,2,0.0,0.0,1.0
212.0,116.376709,39.867222,56.36,2,1,1,1,0,4.0,1996,3,2,0.0,1.0,1.0
609.0,116.384103,39.972885,71.6,2,1,1,1,1,3.0,1993,3,2,1.0,1.0,0.0
450.0,116.670768,40.209956,100.21,4,2,1,2,3,4.0,2008,4,6,1.0,1.0,0.0
155.0,116.58646499999999,39.918172,39.89,1,0,1,1,2,4.0,2005,3,6,1.0,1.0,1.0
820.0,116.450152,39.910913,206.0,4,2,1,3,4,1.0,2004,1,6,1.0,0.0,1.0
339.0,116.432809,39.968579999999996,62.39,2,1,1,1,1,3.0,1983,4,6,1.0,1.0,1.0
334.0,116.638919,39.900576,62.89,1,1,1,1,1,1.0,2009,4,6,1.0,1.0,0.0
689.0,116.27464099999999,39.888214000000005,148.55,3,2,1,2,1,3.0,2010,4,6,1.0,1.0,0.0
705.0,116.367167,39.938159999999996,58.1,2,1,1,1,1,4.0,1984,4,2,0.0,0.0,1.0
298.0,116.501958,39.882585999999996,61.48,1,1,1,1,2,3.0,2005,3,6,1.0,1.0,1.0
182.0,116.35056499999999,39.733387,82.99,2,1,1,1,2,1.0,2000,3,2,1.0,1.0,1.0
1060.0,116.430168,39.998045,219.99,3,2,1,2,1,1.0,2004,3,6,1.0,1.0,1.0
850.0,116.38956999999999,39.980678000000005,109.33,2,1,1,1,0,4.0,2000,4,6,1.0,0.0,1.0
949.0,116.38483000000001,40.014138,127.54,2,2,1,2,1,4.0,2000,4,6,1.0,1.0,0.0
288.0,116.376025,40.084133,66.62,2,1,1,1,3,4.0,1992,3,2,0.0,1.0,1.0
735.0,116.461949,40.003018,110.92,2,2,2,1,0,1.0,2003,4,6,1.0,1.0,1.0
237.0,116.53908899999999,39.967852,48.0,1,1,1,1,2,4.0,1993,4,2,0.0,0.0,0.0
310.0,116.343245,39.900529,35.6,1,1,1,1,1,1.0,2004,3,6,1.0,1.0,1.0
588.0,116.47773000000001,40.002156,142.93,3,2,1,2,0,3.0,1999,3,6,1.0,1.0,1.0
680.0,116.41148100000001,40.059131,107.01,2,2,1,1,3,3.0,2008,4,6,1.0,1.0,1.0
855.0,116.45328,39.925115999999996,78.18,2,1,1,1,1,3.0,1998,4,6,1.0,1.0,1.0
209.0,116.4388,40.054941,54.85,1,0,1,1,0,3.0,2000,1,6,1.0,0.0,1.0
369.0,116.670101,40.118728999999995,88.32,2,1,1,1,3,4.0,2000,3,2,0.0,1.0,0.0
485.0,116.332577,39.760321000000005,76.75,2,1,1,1,2,4.0,2013,4,6,1.0,0.0,1.0
415.0,116.359156,40.079209000000006,91.83,2,1,1,1,1,4.0,2005,4,2,0.0,0.0,1.0
477.5,116.374459,39.995227,62.9,2,1,1,1,1,1.0,1990,1,6,1.0,0.0,0.0
338.0,116.34455700000001,39.780149,73.28,2,2,1,1,1,4.0,1996,4,2,0.0,0.0,1.0
273.0,116.200745,39.912236,69.24,1,1,1,1,0,1.0,2000,3,2,1.0,0.0,1.0
290.0,116.343245,39.900529,26.79,1,0,1,1,1,1.0,2006,4,6,1.0,0.0,1.0
548.0,116.386248,40.069552,90.98,2,1,1,1,2,3.0,2009,4,6,1.0,0.0,0.0
426.0,116.324898,39.891441,56.83,2,1,1,1,1,4.0,1990,4,2,0.0,0.0,1.0
339.0,116.508075,39.936337,65.96,1,1,1,1,2,3.0,2008,4,6,1.0,1.0,1.0
758.0,116.38333200000001,39.962892,60.6,3,1,1,1,1,4.0,1984,3,2,0.0,0.0,0.0
575.0,116.45391699999999,39.881534,132.38,2,2,1,2,0,1.0,2004,4,6,1.0,1.0,0.0
708.0,116.43414399999999,39.892210999999996,79.81,2,1,1,1,2,4.0,1990,4,6,0.0,1.0,1.0
1408.0,116.33413999999999,39.908596,126.45,3,1,1,2,1,3.0,2009,4,6,1.0,0.0,1.0
860.0,116.483653,39.889140000000005,102.0,2,2,1,2,1,3.0,2008,4,6,1.0,0.0,1.0
150.5,116.164506,39.731851,83.13,2,1,1,1,1,4.0,2005,3,4,0.0,1.0,1.0
595.0,116.41185800000001,39.869364000000004,80.6,2,1,1,1,3,3.0,2009,4,6,1.0,0.0,1.0
768.0,116.471754,40.02946,84.75,2,2,1,1,2,3.0,2009,4,6,1.0,0.0,1.0
106.6,116.117724,39.941152,51.86,1,1,1,1,1,3.0,2006,1,6,1.0,0.0,0.0
380.0,116.509975,39.970471,56.84,1,1,1,1,0,1.0,2001,3,6,1.0,1.0,0.0
458.0,116.32810900000001,39.676703,96.46,4,2,1,2,2,4.0,2014,1,6,1.0,0.0,1.0
630.0,116.501958,39.882585999999996,137.62,3,1,1,2,0,4.0,2004,3,6,1.0,1.0,1.0
510.0,116.445996,40.069568,119.79,2,1,1,2,3,4.0,2001,1,2,0.0,1.0,0.0
355.0,116.433401,40.107867,93.76,2,1,1,2,1,4.0,2003,4,2,0.0,1.0,0.0
500.0,116.39783899999999,39.868935,76.04,2,2,1,1,1,1.0,2000,3,6,1.0,1.0,0.0
298.0,116.316259,39.760734,87.76,2,1,1,1,2,3.0,2010,3,6,0.0,1.0,0.0
512.0,116.51044099999999,39.931785,97.96,2,2,1,1,4,3.0,2007,4,6,1.0,0.0,1.0
480.0,116.28591999999999,39.935122,80.8,2,1,1,1,0,4.0,1998,3,2,0.0,1.0,1.0
324.0,116.564943,39.927446999999994,42.38,1,1,1,1,4,4.0,2002,4,2,0.0,1.0,1.0
990.0,116.38986299999999,39.959641,76.3,2,1,1,1,0,4.0,2000,1,2,0.0,1.0,1.0
575.0,116.501958,39.882585999999996,92.98,2,1,1,1,1,3.0,2006,3,6,1.0,1.0,1.0
238.0,116.38865200000001,39.876481,51.4,2,1,1,1,2,4.0,1985,3,2,0.0,0.0,0.0
560.0,116.44873799999999,39.97744,70.2,2,1,1,1,1,4.0,1998,3,6,1.0,1.0,1.0
257.0,116.432177,39.862394,66.16,1,1,1,1,2,3.0,2004,4,6,1.0,1.0,1.0
399.0,116.29593799999999,39.873528,98.1,3,1,1,1,2,4.0,1999,3,2,0.0,1.0,1.0
472.0,116.476467,39.888742,76.79,3,1,1,1,1,4.0,1991,4,2,0.0,0.0,1.0
578.0,116.71133700000001,39.9184,101.4,2,2,1,1,0,3.0,2005,4,6,1.0,0.0,0.0
327.0,116.524943,39.934762,70.32,1,2,1,1,0,4.0,2007,3,6,1.0,1.0,1.0
358.0,116.68924399999999,39.873245000000004,88.61,2,2,1,1,1,4.0,2005,4,6,1.0,1.0,1.0
1975.0,116.28396200000002,39.951413,220.15,3,2,1,2,4,4.0,2003,1,6,1.0,0.0,0.0
288.0,116.504346,39.881279,61.87,1,1,1,1,1,4.0,2002,4,6,1.0,1.0,1.0
325.0,116.35812800000001,39.899017,69.97,1,0,1,1,1,1.0,2000,3,6,1.0,0.0,1.0
700.0,116.50116200000001,39.915382,141.28,3,2,1,2,0,1.0,2004,4,6,1.0,0.0,1.0
448.0,116.66168300000001,39.882813,96.48,2,1,1,1,3,3.0,2005,4,6,1.0,0.0,0.0
279.0,116.638919,39.900576,51.04,1,0,1,1,1,1.0,2009,4,6,1.0,1.0,0.0
189.0,116.364975,40.073376,82.01,2,1,1,1,0,3.0,2009,3,6,1.0,1.0,1.0
547.0,116.46671599999999,40.002198,89.9,2,1,1,1,0,1.0,2009,4,6,1.0,1.0,0.0
557.0,116.60995700000001,39.91983,140.05,3,2,1,2,0,3.0,2009,4,6,1.0,0.0,0.0
612.0,116.319387,39.856314000000005,134.44,3,1,1,2,0,4.0,2002,4,2,0.0,0.0,0.0
470.0,116.315445,40.074203000000004,86.5,2,1,1,1,2,4.0,2013,4,6,1.0,0.0,0.0
436.0,116.16936499999998,39.937036,102.47,2,2,1,1,2,4.0,1993,4,5,0.0,0.0,0.0
1488.0,116.38343,39.967454,111.3,3,1,1,1,1,4.0,1993,3,2,0.0,1.0,0.0
777.0,116.367818,39.959568,124.87,3,2,1,2,2,1.0,2001,4,6,1.0,1.0,0.0
420.0,116.458952,39.939634999999996,48.58,2,1,1,1,1,4.0,1975,4,2,0.0,1.0,1.0
560.0,116.34828200000001,39.892777,47.92,1,0,1,1,2,1.0,2004,3,6,1.0,0.0,1.0
168.2,116.265774,40.170928,35.61,1,0,1,1,1,3.0,2010,1,6,1.0,0.0,0.0
506.5,116.334148,40.057145,77.78,2,1,1,1,0,1.0,2007,1,6,1.0,1.0,0.0
628.0,116.60995700000001,39.91983,102.0,2,1,1,1,1,3.0,2008,4,6,1.0,1.0,1.0
565.0,116.48326399999999,39.902287,69.16,1,1,1,1,2,3.0,2008,4,6,1.0,0.0,1.0
140.0,116.34208799999999,39.749733,53.73,1,1,1,1,1,4.0,1992,3,2,0.0,1.0,1.0
265.0,116.605893,40.054165000000005,66.44,2,1,1,1,0,4.0,1994,4,2,0.0,1.0,0.0
