totalPrice,Lng,Lat,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,elevator,fiveYearsProperty,subway
242.0,116.38138000000001,40.092631,124.78,3,2,1,2,1,4.0,2007,3,2,0.0,1.0,0.0
244.0,116.363739,39.884305,51.25,1,0,1,1,1,3.0,2004,4,6,1.0,1.0,0.0
478.0,116.414899,39.979865999999994,107.19,2,1,1,1,1,1.0,2000,1,6,1.0,0.0,1.0
225.0,116.420099,39.901616,27.22,1,0,1,1,2,1.0,2004,4,6,1.0,0.0,1.0
720.0,116.47773000000001,40.002156,133.52,4,1,1,2,2,1.0,1998,1,6,1.0,0.0,1.0
330.0,116.457526,39.8764,81.0,2,1,1,1,1,1.0,2009,1,6,1.0,0.0,1.0
590.0,116.36436499999999,40.069487,98.0,2,2,1,1,0,3.0,2004,4,6,1.0,1.0,0.0
343.8,116.349005,40.079347,127.56,3,2,1,2,1,4.0,2003,4,2,0.0,1.0,1.0
1120.0,116.45968,39.999245,131.91,3,2,1,2,1,3.0,2009,4,6,1.0,1.0,1.0
260.0,116.422099,40.050196,59.53,1,0,1,1,1,3.0,2007,4,6,1.0,0.0,1.0
830.0,116.49983,39.94453,127.27,2,2,1,2,2,4.0,2007,4,6,1.0,0.0,0.0
315.0,116.58891299999999,39.922146000000005,70.46,1,1,1,1,0,4.0,2000,1,4,0.0,1.0,0.0
240.0,116.15460800000001,39.726495,90.81,2,1,1,1,1,4.0,2011,4,6,1.0,0.0,1.0
471.5,116.215475,39.925413,68.0,2,1,1,1,3,4.0,2000,4,2,0.0,1.0,0.0
128.0,116.42247900000001,40.06389,55.38,1,0,0,1,1,1.0,2004,4,6,1.0,1.0,1.0
380.0,116.63734,39.88191,87.7,2,1,1,1,1,3.0,2000,4,6,1.0,0.0,0.0
560.0,116.435055,39.941656,66.35,2,1,1,1,2,4.0,2003,3,6,0.0,0.0,1.0
248.0,116.603404,40.053611,59.99,2,1,1,1,3,4.0,1981,1,2,0.0,0.0,0.0
242.0,116.333451,39.907225,38.2,1,1,1,1,0,4.0,1987,3,2,0.0,1.0,1.0
245.0,116.51545700000001,40.029579,42.4,1,1,1,1,0,4.0,1994,3,2,0.0,0.0,0.0
343.0,116.371677,40.002169,55.0,2,1,1,1,2,4.0,1993,3,2,0.0,1.0,1.0
375.0,116.32548899999999,39.911238,44.81,2,0,1,1,1,4.0,1988,1,2,0.0,0.0,1.0
307.0,116.497474,39.810115,63.35,2,1,1,1,0,1.0,2011,4,6,1.0,0.0,1.0
362.0,116.399693,39.972072,45.5,1,1,1,1,0,4.0,1991,1,6,1.0,1.0,1.0
278.0,116.28663600000002,39.846655,53.76,2,1,1,1,2,4.0,1992,3,2,0.0,0.0,0.0
1096.0,116.37181499999998,40.022013,134.04,3,2,1,2,1,4.0,2005,4,2,1.0,0.0,0.0
155.0,116.34610900000001,39.756539000000004,61.26,2,1,1,1,1,4.0,1990,3,2,0.0,1.0,1.0
2537.0,116.305298,39.979471000000004,171.36,3,2,1,3,1,4.0,2001,4,6,1.0,1.0,1.0
430.0,116.34852099999999,39.930655,45.5,1,1,1,1,4,4.0,1993,4,2,0.0,1.0,1.0
439.0,116.343181,39.931157,61.6,2,1,1,1,4,4.0,1995,3,2,0.0,1.0,1.0
845.0,116.471076,39.995318,133.13,3,2,1,2,1,4.0,2000,1,6,0.0,1.0,1.0
522.0,116.288983,39.964721999999995,81.65,2,1,1,1,3,1.0,2007,3,6,1.0,0.0,0.0
345.0,116.348786,39.799417,91.86,2,1,1,1,1,4.0,2012,4,6,1.0,0.0,0.0
325.0,116.36713700000001,40.040209000000004,57.34,2,1,1,1,1,4.0,1998,4,2,0.0,0.0,1.0
335.0,116.34688,39.912912,33.9,1,1,1,1,3,3.0,1981,3,2,1.0,1.0,1.0
198.0,116.47504599999999,39.882090000000005,60.88,2,1,1,1,4,4.0,1983,3,2,0.0,1.0,1.0
512.0,116.359156,40.079209000000006,119.12,3,1,1,1,1,4.0,2005,4,2,0.0,1.0,0.0
235.0,116.38565600000001,39.875477000000004,58.1,2,1,1,1,2,4.0,1992,3,2,0.0,1.0,0.0
270.0,116.364975,40.073376,89.0,2,1,1,1,3,3.0,2009,4,6,1.0,0.0,1.0
450.0,116.372841,40.080110999999995,114.74,3,1,1,1,0,4.0,1999,4,4,0.0,1.0,1.0
900.0,116.49276699999999,39.998248,175.57,3,2,1,2,2,4.0,2009,4,6,1.0,0.0,0.0
395.0,116.58891299999999,39.922146000000005,76.76,2,1,1,1,0,4.0,2000,4,2,0.0,1.0,0.0
220.0,116.45781399999998,39.770511,90.48,2,1,1,1,0,4.0,2003,3,2,0.0,1.0,0.0
200.0,116.25411299999999,40.220461,79.89,2,2,1,1,0,4.0,1989,1,2,0.0,0.0,0.0
160.0,116.479409,39.929394,43.45,1,0,0,1,1,1.0,2004,3,6,1.0,1.0,1.0
714.0,116.47773000000001,40.002156,96.73,3,1,1,1,1,1.0,1997,1,6,1.0,0.0,1.0
500.0,116.442558,39.897106,68.0,2,0,1,1,1,4.0,2008,4,6,1.0,1.0,1.0
575.0,116.358644,39.892101000000004,66.12,2,1,1,1,4,1.0,1997,3,6,1.0,0.0,1.0
415.0,116.188426,39.935915,74.75,2,1,1,1,1,1.0,1994,3,6,1.0,1.0,1.0
174.0,116.265774,40.170928,33.88,1,0,1,1,2,3.0,2011,4,6,1.0,0.0,0.0
300.0,116.474951,39.932057,37.4,1,1,1,1,1,4.0,1980,1,6,0.0,0.0,1.0
760.0,116.30635900000001,39.9679,67.54,1,1,1,1,2,1.0,2003,4,6,1.0,1.0,1.0
423.0,116.474383,39.902184000000005,57.97,1,1,1,1,0,4.0,2007,4,6,1.0,1.0,1.0
1078.0,116.37784599999999,40.018378999999996,118.39,2,2,1,2,1,4.0,2003,3,2,0.0,1.0,0.0
365.0,116.519101,39.906194,62.18,1,1,1,1,2,3.0,2006,4,6,1.0,1.0,0.0
495.0,116.33549099999999,39.780885999999995,132.12,3,2,1,1,2,3.0,2013,4,6,1.0,0.0,0.0
191.0,116.34208799999999,39.749733,56.09,2,1,1,1,1,4.0,1990,4,2,0.0,1.0,1.0
417.0,116.36176200000001,39.955025,68.7,1,1,1,1,1,1.0,2001,4,6,1.0,0.0,1.0
396.0,116.420282,39.973413,58.81,2,1,1,1,4,4.0,1982,1,4,0.0,0.0,1.0
600.0,116.504911,39.998661,164.62,3,2,1,2,1,1.0,2002,4,6,1.0,0.0,0.0
426.0,116.47206399999999,39.887679999999996,104.8,3,1,1,2,4,4.0,1998,3,6,0.0,1.0,1.0
360.0,116.257104,39.873962,66.35,2,1,1,1,4,4.0,2010,4,6,1.0,0.0,1.0
250.7,116.32810900000001,39.676703,58.72,1,1,1,1,0,4.0,2014,1,6,1.0,0.0,1.0
179.5,116.37785,39.842419,54.0,1,0,1,1,2,1.0,2010,4,6,1.0,1.0,1.0
540.0,116.34581000000001,39.86288,88.27,2,1,1,1,1,4.0,2006,1,6,1.0,1.0,0.0
1097.0,116.35413500000001,39.916877,97.5,3,1,1,1,1,1.0,1998,3,6,1.0,1.0,0.0
780.0,116.605415,39.934236,116.71,3,2,1,1,1,4.0,2010,4,6,1.0,1.0,1.0
772.0,116.455099,39.978117,98.72,2,2,1,1,2,3.0,2005,4,6,1.0,0.0,1.0
220.0,116.47206399999999,39.887679999999996,51.24,2,1,1,1,1,4.0,1976,4,4,0.0,0.0,1.0
519.5,116.387942,39.962414,57.6,2,1,1,1,0,4.0,1992,3,2,0.0,1.0,0.0
188.5,116.44616699999999,39.969777,41.55,1,1,1,1,0,4.0,1986,3,6,0.0,0.0,1.0
520.0,116.30850500000001,39.839489,104.2,2,2,1,1,0,1.0,2001,1,6,1.0,0.0,1.0
237.0,116.43547099999999,40.109315,75.0,2,1,1,1,2,4.0,1996,3,2,0.0,0.0,0.0
585.0,116.45005800000001,39.870707,123.89,2,1,1,2,3,1.0,2004,4,6,1.0,0.0,1.0
182.0,116.557273,39.918665000000004,54.84,2,1,1,1,1,4.0,1994,4,2,0.0,0.0,1.0
480.0,116.41448999999999,39.879802000000005,52.71,2,0,1,1,1,4.0,1970,3,2,0.0,0.0,0.0
300.0,116.25411299999999,40.220461,62.62,2,1,1,1,1,4.0,1991,4,2,0.0,1.0,0.0
850.0,116.530553,39.921425,148.91,3,1,1,2,2,3.0,2005,3,6,1.0,1.0,0.0
588.0,116.68461,39.911076,174.74,4,2,1,2,2,3.0,2003,4,6,1.0,1.0,0.0
484.6,116.69006999999999,39.870642,91.1,2,1,1,1,0,4.0,2010,1,6,1.0,0.0,0.0
580.0,116.446244,39.897172999999995,65.74,3,1,1,1,1,4.0,1979,1,2,0.0,1.0,1.0
470.0,116.42296499999999,39.968994,86.04,2,1,1,1,2,1.0,1997,3,6,1.0,1.0,1.0
371.0,116.509126,39.942333000000005,68.43,2,1,1,1,2,1.0,1997,3,6,1.0,1.0,0.0
468.0,116.438069,39.937117,51.0,2,1,1,1,1,4.0,1988,3,4,0.0,1.0,1.0
315.0,116.16608000000001,39.771077000000005,89.21,2,1,1,1,4,1.0,2011,4,6,1.0,0.0,0.0
463.0,116.43561799999999,39.929171999999994,55.06,1,1,1,1,1,4.0,2003,4,6,0.0,1.0,1.0
525.0,116.33756899999999,40.089546,309.93,5,2,1,4,0,4.0,2000,3,2,0.0,1.0,0.0
298.0,116.416572,40.063190999999996,73.27,2,1,1,1,0,1.0,2010,4,6,1.0,0.0,1.0
915.0,116.43062900000001,40.004021,150.0,3,2,1,2,1,1.0,2001,3,6,1.0,0.0,1.0
417.0,116.26083700000001,39.873276000000004,88.86,2,1,1,1,1,3.0,2011,4,6,1.0,1.0,1.0
568.0,116.46113799999999,39.955386,83.0,1,1,1,1,2,1.0,2009,4,6,1.0,1.0,1.0
375.0,116.350008,39.898877,42.64,1,1,1,1,1,4.0,1986,3,2,0.0,1.0,1.0
480.0,116.360004,39.90498,81.75,3,1,1,1,1,1.0,1983,3,6,1.0,1.0,1.0
232.0,116.40962900000001,39.822715,70.44,3,1,1,1,2,4.0,1980,3,2,0.0,0.0,0.0
450.0,116.34211699999999,40.089417,88.01,2,2,1,1,1,4.0,2003,4,6,0.0,1.0,1.0
275.0,116.37773700000001,40.012518,57.43,1,0,1,1,1,3.0,2007,4,6,1.0,0.0,1.0
185.0,116.34399199999999,40.078435999999996,51.18,1,0,1,1,1,1.0,2011,3,6,1.0,0.0,1.0
385.0,116.175983,39.767012,92.61,2,1,1,1,2,4.0,2006,3,6,1.0,1.0,0.0
620.0,116.568799,39.853078000000004,104.71,2,2,1,2,1,1.0,2009,4,6,1.0,1.0,0.0
600.0,116.36403899999999,39.848137,181.95,6,2,1,2,4,4.0,1999,3,4,0.0,1.0,1.0
540.0,116.441781,39.991956,81.68,2,1,1,1,2,1.0,2004,4,6,1.0,1.0,0.0
275.0,116.51151999999999,39.901436,64.35,1,1,1,1,0,1.0,2008,4,6,1.0,1.0,0.0
253.0,116.49090100000001,39.978190000000005,47.68,1,1,1,1,0,4.0,1991,3,6,0.0,1.0,1.0
236.0,116.27554099999999,39.872886,88.41,2,1,1,1,2,1.0,2000,3,6,1.0,1.0,1.0
513.0,116.35203500000001,39.916799,56.9,2,1,1,1,0,1.0,1995,3,2,1.0,1.0,1.0
205.0,116.45362800000001,39.946690000000004,39.07,1,0,1,1,1,1.0,2005,4,6,1.0,1.0,1.0
925.0,116.44154499999999,40.031408,130.0,3,2,1,2,2,4.0,2013,4,6,1.0,0.0,0.0
2100.0,116.48103400000001,39.94474,372.82,5,2,1,4,1,3.0,2008,4,6,1.0,0.0,1.0
950.0,116.474383,39.902184000000005,138.73,3,1,1,2,0,4.0,2007,4,6,1.0,0.0,1.0
334.0,116.343245,39.900529,35.6,1,1,1,1,1,1.0,2004,4,6,1.0,0.0,1.0
675.0,116.26566899999999,39.894045,127.15,3,1,1,2,1,1.0,2005,3,6,1.0,1.0,0.0
793.0,116.447278,39.852878999999994,121.84,3,2,1,2,1,4.0,2006,4,6,1.0,0.0,1.0
435.0,116.37524599999999,40.044621,66.93,2,1,1,1,1,4.0,2002,4,6,1.0,1.0,0.0
287.0,116.415714,39.993021,53.52,2,1,1,1,0,4.0,1987,4,2,0.0,1.0,1.0
718.0,116.51291599999999,39.966511,119.78,3,2,1,2,1,1.0,2008,4,6,1.0,0.0,0.0
345.6,116.23558200000001,39.88187,68.58,2,2,1,1,2,4.0,2015,3,6,0.0,0.0,0.0
224.0,116.442526,39.972398999999996,54.58,2,1,1,1,4,4.0,1994,4,2,0.0,1.0,1.0
215.0,116.41688799999999,39.850187,55.0,2,1,1,1,1,4.0,1989,4,4,0.0,0.0,1.0
620.0,116.250662,39.910338,116.68,3,2,1,2,2,1.0,2000,3,6,1.0,1.0,1.0
650.0,116.473169,39.994603000000005,145.22,3,2,1,2,4,3.0,2003,4,6,1.0,0.0,1.0
550.0,116.518854,39.939588,95.36,2,1,1,2,1,3.0,2006,4,6,1.0,0.0,0.0
465.0,116.34063300000001,39.891697,57.41,2,1,1,1,1,4.0,1986,3,2,0.0,1.0,1.0
286.0,116.34175900000001,39.755588,88.56,2,2,1,1,1,3.0,2007,3,6,1.0,1.0,1.0
420.0,116.37666100000001,40.039649,74.0,2,1,1,1,3,4.0,2005,2,6,1.0,1.0,0.0
311.0,116.415714,39.993021,44.48,1,1,1,1,2,1.0,1989,4,6,1.0,1.0,1.0
339.0,116.46377700000001,39.959726,45.28,1,1,1,1,0,1.0,1985,3,6,1.0,0.0,1.0
688.0,116.384103,39.972885,56.6,1,1,1,1,2,3.0,1993,3,2,1.0,1.0,0.0
185.0,116.49331699999999,39.929564,42.85,1,1,1,1,0,1.0,1996,3,6,1.0,1.0,1.0
288.0,116.299198,39.838131,101.14,2,1,1,1,2,1.0,2005,1,6,1.0,1.0,1.0
340.0,116.35296799999999,39.882495,40.42,1,0,1,1,0,1.0,2005,4,6,1.0,0.0,0.0
520.0,116.309431,39.842690999999995,99.0,2,1,1,1,2,1.0,2006,3,6,1.0,1.0,1.0
606.0,116.336918,39.893507,65.9,2,1,1,1,1,1.0,1999,3,6,1.0,1.0,1.0
490.0,116.328627,39.979037,52.2,2,1,1,1,3,4.0,1988,3,2,0.0,1.0,1.0
275.0,116.508909,39.868786,88.08,2,1,1,1,2,4.0,2007,4,6,1.0,0.0,1.0
627.0,116.320453,40.039032,59.5,2,1,1,1,0,4.0,1993,4,2,0.0,1.0,1.0
541.0,116.411174,40.009768,120.16,2,2,2,2,0,1.0,2002,1,6,1.0,1.0,1.0
424.0,116.34463500000001,39.887735,54.83,2,1,1,1,4,4.0,1981,3,2,0.0,0.0,1.0
424.0,116.39910800000001,39.876841999999996,61.49,1,2,1,1,0,3.0,2010,4,6,1.0,0.0,0.0
456.0,116.643924,39.889841,114.43,2,2,1,2,1,4.0,2004,4,2,0.0,0.0,0.0
355.0,116.22028300000001,40.043636,90.44,2,1,1,1,1,3.0,2011,3,6,1.0,0.0,0.0
510.0,116.44516499999999,40.044682,96.81,2,1,1,1,1,4.0,2004,4,2,1.0,1.0,0.0
649.0,116.35153999999999,39.954963,60.99,2,1,1,1,0,1.0,2003,4,6,1.0,1.0,0.0
870.0,116.34786899999999,39.876814,139.42,3,2,1,2,2,1.0,2008,2,6,1.0,1.0,0.0
540.0,116.473169,39.994603000000005,66.9,1,1,1,1,0,3.0,2003,4,6,1.0,0.0,1.0
863.0,116.35716200000002,39.925796000000005,106.0,3,1,1,1,2,1.0,1999,1,6,1.0,0.0,1.0
393.0,116.37523200000001,39.890415000000004,46.92,1,1,1,1,4,4.0,1998,1,6,0.0,1.0,1.0
333.0,116.41722800000001,39.98462,54.92,2,1,1,1,1,4.0,1991,3,2,0.0,0.0,1.0
299.0,116.47534099999999,39.880705,44.32,1,1,1,1,1,4.0,1991,1,2,0.0,0.0,1.0
735.0,116.32396999999999,39.933336,64.0,3,1,1,1,1,4.0,1980,4,2,0.0,0.0,1.0
173.0,116.23558200000001,39.88187,57.0,1,1,1,1,0,3.0,2013,2,6,1.0,0.0,0.0
196.0,116.41786599999999,40.134243,64.52,2,1,1,1,4,4.0,1998,4,2,0.0,1.0,0.0
580.0,116.330345,39.984336,56.3,2,1,1,1,2,4.0,1982,2,2,0.0,0.0,1.0
254.5,116.224768,39.904247999999995,70.12,2,1,1,1,1,1.0,1996,3,6,1.0,1.0,0.0
488.0,116.398086,39.88635,43.67,1,1,1,1,0,4.0,1988,4,2,0.0,0.0,0.0
545.0,116.70323400000001,39.911017,132.18,3,2,1,2,2,3.0,2009,3,6,1.0,0.0,1.0
245.0,116.63734,39.88191,90.4,3,2,1,1,1,3.0,2008,4,6,1.0,1.0,0.0
480.0,116.420993,40.030479,126.54,1,0,0,0,1,3.0,2007,3,6,1.0,1.0,1.0
380.0,116.22028300000001,40.043636,87.78,2,1,1,1,3,3.0,2010,4,6,1.0,0.0,0.0
273.0,116.416572,40.063190999999996,86.72,3,1,1,1,2,1.0,2010,4,6,1.0,1.0,1.0
193.0,116.29170800000001,39.844912,34.93,1,0,1,1,1,1.0,2008,4,6,1.0,0.0,1.0
530.0,116.50158300000001,39.964009000000004,90.97,2,1,1,1,0,1.0,2000,3,6,1.0,1.0,1.0
259.0,116.484121,39.925196,38.14,1,1,1,1,3,4.0,1994,2,2,0.0,1.0,1.0
408.0,116.37456200000001,40.09134,101.0,2,1,1,1,1,4.0,2008,3,2,0.0,1.0,1.0
357.0,116.358543,40.017542,62.15,1,1,1,1,0,1.0,2002,4,6,1.0,1.0,0.0
500.0,116.50798,39.91836,114.05,2,2,1,2,2,4.0,2006,4,6,1.0,1.0,1.0
425.0,116.336918,39.893507,58.46,1,1,1,1,2,4.0,1997,4,2,1.0,1.0,1.0
634.0,116.511954,39.920725,92.95,2,2,1,1,2,3.0,2009,3,6,1.0,1.0,0.0
329.5,116.453783,39.887599,60.52,2,1,1,1,2,4.0,1981,3,6,0.0,1.0,0.0
306.0,116.423905,39.791207,95.16,2,1,1,1,1,4.0,2002,4,6,0.0,1.0,0.0
842.0,116.432142,39.902353999999995,75.69,2,1,1,1,1,3.0,2005,4,6,1.0,0.0,1.0
428.0,116.403529,39.953339,51.49,2,1,1,1,4,4.0,2000,3,4,0.0,1.0,1.0
423.5,116.38037,39.958917,45.2,1,1,1,1,1,4.0,1993,1,2,0.0,0.0,1.0
580.0,116.372374,39.935293,52.1,1,1,1,1,1,4.0,1998,3,2,0.0,1.0,1.0
277.0,116.404605,39.972234,46.0,2,0,1,1,1,4.0,1990,4,2,0.0,0.0,1.0
792.0,116.25701399999998,40.054947999999996,119.0,2,1,1,1,1,4.0,2005,4,6,1.0,1.0,1.0
615.0,116.51291599999999,39.864253999999995,123.78,3,2,1,2,1,4.0,2004,4,6,0.0,1.0,0.0
1510.0,116.444483,39.956621999999996,237.86,3,2,1,3,0,1.0,2000,1,6,1.0,0.0,1.0
288.0,116.33404499999999,39.757413,66.09,2,1,1,1,2,4.0,1995,4,2,0.0,1.0,1.0
220.0,116.509336,39.941162,47.0,1,1,1,1,0,4.0,1991,4,2,0.0,1.0,0.0
436.0,116.441781,39.991956,45.3,1,1,1,1,1,4.0,1994,3,2,0.0,0.0,0.0
476.0,116.18893500000001,40.054103000000005,78.78,2,1,1,1,0,4.0,2012,4,6,1.0,0.0,0.0
227.0,116.49947900000001,39.928739,47.55,1,1,1,1,1,1.0,1998,3,6,1.0,0.0,1.0
251.0,116.518451,39.924009999999996,60.0,1,1,1,1,2,1.0,2003,3,6,1.0,1.0,1.0
299.0,116.487808,39.889853,47.31,2,1,1,1,4,4.0,1994,4,4,0.0,0.0,0.0
237.0,116.52210500000001,39.922247,59.56,2,1,1,1,1,4.0,1993,4,2,0.0,1.0,1.0
103.0,116.23536599999998,40.216037,39.81,1,0,1,1,1,4.0,2003,4,2,0.0,1.0,0.0
198.0,116.55649299999999,39.917095,57.18,2,1,1,1,3,4.0,1992,3,2,0.0,1.0,1.0
525.0,116.443702,39.900208,88.18,3,1,1,1,1,1.0,2005,4,6,1.0,0.0,0.0
570.0,116.449846,39.935249,104.0,1,1,1,2,4,3.0,2013,4,6,1.0,0.0,1.0
370.0,116.469531,39.885220000000004,67.08,3,1,1,1,4,4.0,1980,3,2,0.0,1.0,1.0
636.0,116.449979,39.912338,85.37,1,1,1,1,0,1.0,2004,4,6,1.0,0.0,1.0
550.0,116.456759,39.968701,111.02,2,1,1,1,0,1.0,2005,4,6,1.0,1.0,1.0
677.0,116.38649199999999,39.903915999999995,81.58,2,1,1,1,1,3.0,2000,4,6,1.0,1.0,0.0
495.0,116.337461,40.086345,118.24,3,1,1,1,2,4.0,2000,4,2,0.0,1.0,0.0
1575.0,116.48935,39.982326,243.21,4,2,1,2,1,3.0,2003,4,6,1.0,1.0,1.0
360.0,116.347007,40.004589,41.6,1,1,1,1,0,1.0,1993,4,6,1.0,1.0,1.0
670.0,116.330345,39.984336,61.6,2,1,1,1,4,3.0,1989,4,6,1.0,1.0,1.0
126.0,116.425063,40.044097,38.04,1,1,1,1,1,3.0,2011,1,6,1.0,0.0,1.0
1290.0,116.4388,40.054941,208.0,3,2,1,3,1,4.0,2012,3,6,1.0,0.0,1.0
578.0,116.371187,40.00245,60.27,2,1,1,1,1,1.0,1990,4,6,1.0,0.0,1.0
500.0,116.568805,39.871534000000004,170.8,3,2,1,2,1,4.0,2004,3,6,1.0,1.0,0.0
680.0,116.421577,39.949708,70.0,3,1,1,1,2,4.0,1990,3,2,0.0,1.0,1.0
470.0,116.195177,39.932325,88.0,2,1,1,1,0,1.0,1999,1,6,1.0,0.0,0.0
335.0,116.330551,39.891981,57.74,2,1,1,1,0,4.0,2000,3,2,0.0,1.0,1.0
548.0,116.23898999999999,40.216972999999996,176.6,3,2,1,2,2,4.0,2001,4,2,0.0,0.0,1.0
465.0,116.42826799999999,39.989974,57.23,2,1,1,1,1,4.0,1984,3,2,0.0,1.0,1.0
310.0,116.311776,40.084907,56.1,1,1,1,1,1,3.0,2005,1,6,1.0,0.0,0.0
1280.0,116.450093,39.869164000000005,141.57,3,2,1,2,1,4.0,2005,3,6,1.0,0.0,1.0
205.0,116.425304,40.112553000000005,85.29,2,1,1,1,0,4.0,2005,4,2,0.0,1.0,0.0
320.0,116.47692099999999,39.983744,63.54,2,1,1,1,0,4.0,1991,4,2,0.0,1.0,0.0
560.0,116.489254,40.006445,63.1,1,1,1,1,0,3.0,2006,4,6,1.0,0.0,1.0
191.0,116.236106,39.899968,74.55,1,1,1,1,3,1.0,2003,1,6,1.0,1.0,0.0
455.0,116.59958,39.926589,80.65,3,1,1,1,2,1.0,2013,3,6,1.0,0.0,0.0
285.0,116.332045,40.081334000000005,70.2,2,1,1,1,0,4.0,1996,4,2,0.0,1.0,0.0
267.0,116.36713700000001,40.040209000000004,45.55,1,1,1,1,2,4.0,1998,3,2,0.0,0.0,1.0
848.0,116.44171599999999,39.946158000000004,107.45,2,1,1,1,4,1.0,2003,4,6,1.0,1.0,1.0
554.0,116.443702,39.900208,56.93,2,1,1,1,0,1.0,2005,4,6,1.0,0.0,0.0
422.0,116.309564,39.958802,55.88,1,1,1,1,3,4.0,1998,3,2,0.0,0.0,0.0
748.0,116.29468700000001,39.969491999999995,82.87,2,1,1,1,2,4.0,2004,4,6,1.0,1.0,1.0
271.0,116.414019,40.121777,69.5,2,1,1,1,3,4.0,2000,3,2,0.0,1.0,0.0
340.0,116.45874199999999,39.886928999999995,54.69,2,1,1,1,4,4.0,1980,4,2,0.0,0.0,1.0
275.0,116.417472,39.862988,58.77,1,0,1,1,3,1.0,2006,3,6,1.0,0.0,1.0
368.0,116.336244,39.932195,43.0,1,1,1,1,0,3.0,1995,3,6,1.0,0.0,1.0
544.5,116.43561799999999,39.929171999999994,55.86,1,1,1,1,1,4.0,2003,4,6,0.0,0.0,1.0
616.0,116.380053,39.987291,63.2,2,1,1,1,1,4.0,1998,4,2,0.0,1.0,1.0
540.0,116.57853200000001,39.928987,117.92,3,1,1,2,1,1.0,2010,3,6,1.0,1.0,1.0
366.0,116.51291599999999,39.966511,86.82,2,2,1,1,1,4.0,2008,4,6,1.0,1.0,0.0
228.0,116.250662,39.910338,37.98,1,1,1,1,4,4.0,1975,3,4,0.0,1.0,0.0
483.0,116.329601,39.974019,54.0,2,1,1,1,2,1.0,1988,4,6,1.0,1.0,1.0
310.5,116.280601,40.037442,71.67,2,1,1,1,4,4.0,1998,3,2,0.0,1.0,1.0
238.0,116.58891299999999,39.922146000000005,87.0,2,1,1,1,4,4.0,2003,4,6,0.0,1.0,0.0
239.0,116.63734,39.88191,64.44,1,1,1,1,1,3.0,2008,4,6,1.0,1.0,0.0
213.0,116.49145800000001,39.98922,63.19,3,1,1,1,1,4.0,1980,2,2,0.0,1.0,1.0
186.0,116.440269,39.809427,64.1,2,1,1,1,0,4.0,1996,3,2,0.0,1.0,0.0
189.0,116.610993,39.895821999999995,59.57,2,1,1,1,4,4.0,1997,3,2,0.0,0.0,0.0
342.0,116.55306100000001,39.923838,75.92,2,1,1,1,0,1.0,1998,2,6,1.0,0.0,0.0
545.0,116.43821499999999,39.994254999999995,139.29,3,2,1,2,0,1.0,2000,4,6,1.0,0.0,0.0
366.0,116.52210500000001,39.922247,57.36,2,1,1,1,2,4.0,1993,3,2,0.0,1.0,0.0
233.5,116.683576,40.124464,84.0,2,1,1,1,4,4.0,2000,3,2,0.0,1.0,0.0
372.5,116.26506599999999,40.166068,76.04,3,1,1,1,3,4.0,2009,4,6,0.0,1.0,0.0
298.0,116.44616699999999,39.969777,58.85,2,1,1,1,1,3.0,1985,3,6,1.0,1.0,0.0
630.0,116.455069,39.844997,143.36,3,2,1,2,1,1.0,2010,4,6,1.0,1.0,1.0
560.0,116.400737,39.870957000000004,93.9,2,2,1,1,1,1.0,2004,4,6,1.0,1.0,1.0
495.0,116.33382399999999,39.889469,67.32,2,1,1,1,0,3.0,2003,4,6,1.0,1.0,1.0
187.0,116.320594,39.769022,83.0,2,2,1,1,1,4.0,1996,1,2,0.0,1.0,0.0
380.0,116.415714,39.993021,54.0,2,1,1,1,3,4.0,1989,1,2,0.0,0.0,1.0
695.0,116.30441499999999,39.918054999999995,66.37,2,1,1,1,2,1.0,1990,3,6,1.0,1.0,1.0
406.0,116.23558200000001,39.88187,77.02,2,1,1,1,1,3.0,2013,4,6,0.0,0.0,0.0
850.0,116.435657,39.875802,197.44,4,2,1,2,1,1.0,2000,4,6,1.0,1.0,1.0
212.0,116.60995700000001,39.91983,68.07,1,1,1,1,4,3.0,2008,4,6,1.0,1.0,0.0
413.9,116.475053,39.885225,98.95,3,1,1,1,0,3.0,2000,1,6,1.0,1.0,1.0
615.0,116.393064,39.960653,43.0,1,1,1,1,4,4.0,1982,1,2,0.0,0.0,1.0
445.0,116.30441499999999,39.918054999999995,58.38,2,1,1,1,0,4.0,1990,4,2,0.0,1.0,1.0
178.0,116.341599,39.726005,79.25,2,2,1,1,4,4.0,1996,1,2,0.0,1.0,1.0
316.0,116.349984,39.992769,44.3,1,1,1,1,1,4.0,1985,1,2,0.0,0.0,0.0
324.0,116.175983,39.767012,92.1,2,1,1,1,1,4.0,2006,1,6,1.0,1.0,0.0
845.0,116.51231499999999,39.985696999999995,87.79,2,2,1,1,2,4.0,2013,4,6,1.0,0.0,0.0
600.0,116.38893999999999,39.968913,143.0,1,1,0,0,2,4.0,2005,4,6,1.0,1.0,0.0
378.0,116.29553600000001,39.848391,63.9,2,1,1,1,1,4.0,1996,3,4,0.0,1.0,1.0
730.0,116.37853700000001,39.879671,91.96,2,1,1,1,1,3.0,2003,4,6,1.0,0.0,1.0
540.0,116.47012099999999,40.018763,72.18,2,1,1,1,1,1.0,2005,4,6,1.0,1.0,1.0
